Ind#;Desired DVs;Actual DVs;Perf. Metrics
3278;0.335,1.776,0.296,1.125,0.420,1.365,0.515,1.578,0.287,0.851,0.495,1.366,0.478,0.952,0.412,1.131,0.490,1.436,0.471,1.122,0.501,0.602,0.528,0.594,0.314,1.366,0.620,0.997,0.320,0.940;0.200,1.500,0.200,1.500,0.600,1.500,0.600,1.500,0.200,0.500,0.600,1.500,0.600,0.500,0.600,1.500,0.600,1.500,0.600,1.500,0.600,0.500,0.600,0.500,0.200,1.500,0.600,0.500,0.200,0.500;565774144.000,572452608.000,56693096448.000,416230.533,565774144.000,572452608.000,56693096448.000,416230.533,1597402240.000,1634514944.000,159911870464.000,457347.002,1597402240.000,1634514944.000,159911870464.000,457347.002,518957952.000,525275072.000,52037672960.000,409809.646,1597402240.000,1634514944.000,159911870464.000,457347.002,1507256576.000,1541863424.000,150905323520.000,450926.116,1597402240.000,1634514944.000,159911870464.000,457347.002,1597402240.000,1634514944.000,159911870464.000,457347.002,1597402240.000,1634514944.000,159911870464.000,457347.002,1507256576.000,1541863424.000,150905323520.000,450926.116,1507256576.000,1541863424.000,150905323520.000,450926.116,565774144.000,572452608.000,56693096448.000,416230.533,1507256576.000,1541863424.000,150905323520.000,450926.116,518957952.000,525275072.000,52037672960.000,409809.646
3279;0.486,0.974,0.478,0.685,0.442,0.942,0.320,1.347,0.498,1.054,0.605,1.143,0.602,0.712,0.572,1.129,0.440,0.831,0.496,1.011,0.449,0.810,0.425,0.824,0.481,0.959,0.394,1.025,0.517,1.088;0.600,0.500,0.600,0.500,0.600,0.500,0.200,1.500,0.600,1.500,0.600,1.500,0.600,0.500,0.600,1.500,0.600,0.500,0.600,1.500,0.600,0.500,0.600,0.500,0.600,0.500,0.200,1.500,0.600,1.500;1507256576.000,1541863424.000,150905323520.000,450926.116,1507256576.000,1541863424.000,150905323520.000,450926.116,1507256576.000,1541863424.000,150905323520.000,450926.116,565774144.000,572452608.000,56693096448.000,416230.533,1597402240.000,1634514944.000,159911870464.000,457347.002,1597402240.000,1634514944.000,159911870464.000,457347.002,1507256576.000,1541863424.000,150905323520.000,450926.116,1597402240.000,1634514944.000,159911870464.000,457347.002,1507256576.000,1541863424.000,150905323520.000,450926.116,1597402240.000,1634514944.000,159911870464.000,457347.002,1507256576.000,1541863424.000,150905323520.000,450926.116,1507256576.000,1541863424.000,150905323520.000,450926.116,1507256576.000,1541863424.000,150905323520.000,450926.116,565774144.000,572452608.000,56693096448.000,416230.533,1597402240.000,1634514944.000,159911870464.000,457347.002
3280;0.602,1.099,0.624,0.702,0.569,0.955,0.460,0.897,0.533,1.154,0.619,1.449,0.479,0.891,0.639,1.254,0.476,1.376,0.461,1.083,0.513,0.756,0.590,0.904,0.514,0.776,0.385,1.332,0.456,1.525;0.600,1.500,0.600,0.500,0.600,0.500,0.600,0.500,0.600,1.500,0.600,1.500,0.600,0.500,0.600,1.500,0.600,1.500,0.600,1.500,0.600,0.500,0.600,0.500,0.600,0.500,0.200,1.500,0.600,1.500;1597402240.000,1634514944.000,159911870464.000,457347.002,1507256576.000,1541863424.000,150905323520.000,450926.116,1507256576.000,1541863424.000,150905323520.000,450926.116,1507256576.000,1541863424.000,150905323520.000,450926.116,1597402240.000,1634514944.000,159911870464.000,457347.002,1597402240.000,1634514944.000,159911870464.000,457347.002,1507256576.000,1541863424.000,150905323520.000,450926.116,1597402240.000,1634514944.000,159911870464.000,457347.002,1597402240.000,1634514944.000,159911870464.000,457347.002,1597402240.000,1634514944.000,159911870464.000,457347.002,1507256576.000,1541863424.000,150905323520.000,450926.116,1507256576.000,1541863424.000,150905323520.000,450926.116,1507256576.000,1541863424.000,150905323520.000,450926.116,565774144.000,572452608.000,56693096448.000,416230.533,1597402240.000,1634514944.000,159911870464.000,457347.002
3281;0.419,1.294,0.400,0.949,0.444,1.337,0.443,1.418,0.557,1.070,0.584,1.116,0.557,1.119,0.546,1.073,0.437,1.112,0.485,0.687,0.372,0.683,0.524,1.015,0.660,1.372,0.498,1.230,0.410,1.100;0.600,1.500,0.200,0.500,0.600,1.500,0.600,1.500,0.600,1.500,0.600,1.500,0.600,1.500,0.600,1.500,0.600,1.500,0.600,0.500,0.200,0.500,0.600,1.500,0.600,1.500,0.600,1.500,0.600,1.500;1597402240.000,1634514944.000,159911870464.000,457347.002,518957952.000,525275072.000,52037672960.000,409809.646,1597402240.000,1634514944.000,159911870464.000,457347.002,1597402240.000,1634514944.000,159911870464.000,457347.002,1597402240.000,1634514944.000,159911870464.000,457347.002,1597402240.000,1634514944.000,159911870464.000,457347.002,1597402240.000,1634514944.000,159911870464.000,457347.002,1597402240.000,1634514944.000,159911870464.000,457347.002,1597402240.000,1634514944.000,159911870464.000,457347.002,1507256576.000,1541863424.000,150905323520.000,450926.116,518957952.000,525275072.000,52037672960.000,409809.646,1597402240.000,1634514944.000,159911870464.000,457347.002,1597402240.000,1634514944.000,159911870464.000,457347.002,1597402240.000,1634514944.000,159911870464.000,457347.002,1597402240.000,1634514944.000,159911870464.000,457347.002
3282;0.513,0.841,0.467,0.575,0.492,1.089,0.494,1.296,0.458,1.143,0.611,1.385,0.468,0.986,0.571,0.793,0.476,0.955,0.395,0.616,0.546,0.967,0.500,1.083,0.546,1.118,0.366,1.176,0.507,1.329;0.600,0.500,0.600,0.500,0.600,1.500,0.600,1.500,0.600,1.500,0.600,1.500,0.600,0.500,0.600,0.500,0.600,0.500,0.200,0.500,0.600,0.500,0.600,1.500,0.600,1.500,0.200,1.500,0.600,1.500;1507256576.000,1541863424.000,150905323520.000,450926.116,1507256576.000,1541863424.000,150905323520.000,450926.116,1597402240.000,1634514944.000,159911870464.000,457347.002,1597402240.000,1634514944.000,159911870464.000,457347.002,1597402240.000,1634514944.000,159911870464.000,457347.002,1597402240.000,1634514944.000,159911870464.000,457347.002,1507256576.000,1541863424.000,150905323520.000,450926.116,1507256576.000,1541863424.000,150905323520.000,450926.116,1507256576.000,1541863424.000,150905323520.000,450926.116,518957952.000,525275072.000,52037672960.000,409809.646,1507256576.000,1541863424.000,150905323520.000,450926.116,1597402240.000,1634514944.000,159911870464.000,457347.002,1597402240.000,1634514944.000,159911870464.000,457347.002,565774144.000,572452608.000,56693096448.000,416230.533,1597402240.000,1634514944.000,159911870464.000,457347.002
3283;0.513,0.770,0.429,0.993,0.283,1.136,0.341,1.388,0.360,0.861,0.580,0.999,0.545,0.849,0.504,1.563,0.534,0.966,0.411,0.623,0.401,1.137,0.460,0.724,0.420,1.269,0.569,1.165,0.444,0.698;0.600,0.500,0.600,0.500,0.200,1.500,0.200,1.500,0.200,0.500,0.600,0.500,0.600,0.500,0.600,1.500,0.600,0.500,0.600,0.500,0.600,1.500,0.600,0.500,0.600,1.500,0.600,1.500,0.600,0.500;1507256576.000,1541863424.000,150905323520.000,450926.116,1507256576.000,1541863424.000,150905323520.000,450926.116,565774144.000,572452608.000,56693096448.000,416230.533,565774144.000,572452608.000,56693096448.000,416230.533,518957952.000,525275072.000,52037672960.000,409809.646,1507256576.000,1541863424.000,150905323520.000,450926.116,1507256576.000,1541863424.000,150905323520.000,450926.116,1597402240.000,1634514944.000,159911870464.000,457347.002,1507256576.000,1541863424.000,150905323520.000,450926.116,1507256576.000,1541863424.000,150905323520.000,450926.116,1597402240.000,1634514944.000,159911870464.000,457347.002,1507256576.000,1541863424.000,150905323520.000,450926.116,1597402240.000,1634514944.000,159911870464.000,457347.002,1597402240.000,1634514944.000,159911870464.000,457347.002,1507256576.000,1541863424.000,150905323520.000,450926.116
3284;0.456,0.632,0.482,0.640,0.348,0.893,0.543,1.384,0.368,0.565,0.595,0.950,0.421,1.071,0.479,1.245,0.454,0.796,0.397,0.765,0.403,1.134,0.559,0.876,0.525,1.317,0.326,0.957,0.393,0.646;0.600,0.500,0.600,0.500,0.200,0.500,0.600,1.500,0.200,0.500,0.600,0.500,0.600,1.500,0.600,1.500,0.600,0.500,0.200,0.500,0.600,1.500,0.600,0.500,0.600,1.500,0.200,0.500,0.200,0.500;1507256576.000,1541863424.000,150905323520.000,450926.116,1507256576.000,1541863424.000,150905323520.000,450926.116,518957952.000,525275072.000,52037672960.000,409809.646,1597402240.000,1634514944.000,159911870464.000,457347.002,518957952.000,525275072.000,52037672960.000,409809.646,1507256576.000,1541863424.000,150905323520.000,450926.116,1597402240.000,1634514944.000,159911870464.000,457347.002,1597402240.000,1634514944.000,159911870464.000,457347.002,1507256576.000,1541863424.000,150905323520.000,450926.116,518957952.000,525275072.000,52037672960.000,409809.646,1597402240.000,1634514944.000,159911870464.000,457347.002,1507256576.000,1541863424.000,150905323520.000,450926.116,1597402240.000,1634514944.000,159911870464.000,457347.002,518957952.000,525275072.000,52037672960.000,409809.646,518957952.000,525275072.000,52037672960.000,409809.646
3285;0.443,1.065,0.398,0.965,0.348,1.159,0.492,0.986,0.365,0.720,0.536,1.326,0.383,0.886,0.455,1.184,0.326,1.192,0.398,1.028,0.350,0.644,0.499,0.955,0.358,0.980,0.420,1.222,0.243,0.971;0.600,1.500,0.200,0.500,0.200,1.500,0.600,0.500,0.200,0.500,0.600,1.500,0.200,0.500,0.600,1.500,0.200,1.500,0.200,1.500,0.200,0.500,0.600,0.500,0.200,0.500,0.600,1.500,0.200,0.500;1597402240.000,1634514944.000,159911870464.000,457347.002,518957952.000,525275072.000,52037672960.000,409809.646,565774144.000,572452608.000,56693096448.000,416230.533,1507256576.000,1541863424.000,150905323520.000,450926.116,518957952.000,525275072.000,52037672960.000,409809.646,1597402240.000,1634514944.000,159911870464.000,457347.002,518957952.000,525275072.000,52037672960.000,409809.646,1597402240.000,1634514944.000,159911870464.000,457347.002,565774144.000,572452608.000,56693096448.000,416230.533,565774144.000,572452608.000,56693096448.000,416230.533,518957952.000,525275072.000,52037672960.000,409809.646,1507256576.000,1541863424.000,150905323520.000,450926.116,518957952.000,525275072.000,52037672960.000,409809.646,1597402240.000,1634514944.000,159911870464.000,457347.002,518957952.000,525275072.000,52037672960.000,409809.646
3286;0.573,1.024,0.406,1.159,0.345,1.165,0.255,1.012,0.489,1.037,0.570,0.935,0.296,1.354,0.549,0.768,0.449,0.639,0.397,1.238,0.457,0.343,0.571,0.724,0.497,0.882,0.550,1.005,0.174,1.553;0.600,1.500,0.600,1.500,0.200,1.500,0.200,1.500,0.600,1.500,0.600,0.500,0.200,1.500,0.600,0.500,0.600,0.500,0.200,1.500,0.600,0.500,0.600,0.500,0.600,0.500,0.600,1.500,0.200,1.500;1597402240.000,1634514944.000,159911870464.000,457347.002,1597402240.000,1634514944.000,159911870464.000,457347.002,565774144.000,572452608.000,56693096448.000,416230.533,565774144.000,572452608.000,56693096448.000,416230.533,1597402240.000,1634514944.000,159911870464.000,457347.002,1507256576.000,1541863424.000,150905323520.000,450926.116,565774144.000,572452608.000,56693096448.000,416230.533,1507256576.000,1541863424.000,150905323520.000,450926.116,1507256576.000,1541863424.000,150905323520.000,450926.116,565774144.000,572452608.000,56693096448.000,416230.533,1507256576.000,1541863424.000,150905323520.000,450926.116,1507256576.000,1541863424.000,150905323520.000,450926.116,1507256576.000,1541863424.000,150905323520.000,450926.116,1597402240.000,1634514944.000,159911870464.000,457347.002,565774144.000,572452608.000,56693096448.000,416230.533
3287;0.598,0.387,0.431,0.933,0.312,1.038,0.523,1.120,0.302,0.989,0.406,1.277,0.391,0.782,0.514,0.925,0.313,0.622,0.421,0.611,0.343,0.619,0.469,0.721,0.423,1.338,0.460,1.363,0.344,0.737;0.600,0.500,0.600,0.500,0.200,1.500,0.600,1.500,0.200,0.500,0.600,1.500,0.200,0.500,0.600,0.500,0.200,0.500,0.600,0.500,0.200,0.500,0.600,0.500,0.600,1.500,0.600,1.500,0.200,0.500;1507256576.000,1541863424.000,150905323520.000,450926.116,1507256576.000,1541863424.000,150905323520.000,450926.116,565774144.000,572452608.000,56693096448.000,416230.533,1597402240.000,1634514944.000,159911870464.000,457347.002,518957952.000,525275072.000,52037672960.000,409809.646,1597402240.000,1634514944.000,159911870464.000,457347.002,518957952.000,525275072.000,52037672960.000,409809.646,1507256576.000,1541863424.000,150905323520.000,450926.116,518957952.000,525275072.000,52037672960.000,409809.646,1507256576.000,1541863424.000,150905323520.000,450926.116,518957952.000,525275072.000,52037672960.000,409809.646,1507256576.000,1541863424.000,150905323520.000,450926.116,1597402240.000,1634514944.000,159911870464.000,457347.002,1597402240.000,1634514944.000,159911870464.000,457347.002,518957952.000,525275072.000,52037672960.000,409809.646
3288;0.406,1.104,0.432,1.103,0.434,0.991,0.467,1.076,0.533,1.109,0.558,1.133,0.530,1.118,0.569,0.902,0.368,1.065,0.550,0.959,0.353,0.662,0.447,0.626,0.381,1.141,0.358,0.905,0.282,1.136;0.600,1.500,0.600,1.500,0.600,0.500,0.600,1.500,0.600,1.500,0.600,1.500,0.600,1.500,0.600,0.500,0.200,1.500,0.600,0.500,0.200,0.500,0.600,0.500,0.200,1.500,0.200,0.500,0.200,1.500;1597402240.000,1634514944.000,159911870464.000,457347.002,1597402240.000,1634514944.000,159911870464.000,457347.002,1507256576.000,1541863424.000,150905323520.000,450926.116,1597402240.000,1634514944.000,159911870464.000,457347.002,1597402240.000,1634514944.000,159911870464.000,457347.002,1597402240.000,1634514944.000,159911870464.000,457347.002,1597402240.000,1634514944.000,159911870464.000,457347.002,1507256576.000,1541863424.000,150905323520.000,450926.116,565774144.000,572452608.000,56693096448.000,416230.533,1507256576.000,1541863424.000,150905323520.000,450926.116,518957952.000,525275072.000,52037672960.000,409809.646,1507256576.000,1541863424.000,150905323520.000,450926.116,565774144.000,572452608.000,56693096448.000,416230.533,518957952.000,525275072.000,52037672960.000,409809.646,565774144.000,572452608.000,56693096448.000,416230.533
3289;0.383,0.786,0.391,0.810,0.271,1.193,0.310,1.051,0.334,0.463,0.495,1.127,0.414,0.945,0.495,1.426,0.365,1.215,0.630,0.510,0.313,0.868,0.609,0.723,0.383,1.158,0.537,1.401,0.256,0.423;0.200,0.500,0.200,0.500,0.200,1.500,0.200,1.500,0.200,0.500,0.600,1.500,0.600,0.500,0.600,1.500,0.200,1.500,0.600,0.500,0.200,0.500,0.600,0.500,0.200,1.500,0.600,1.500,0.200,0.500;518957952.000,525275072.000,52037672960.000,409809.646,518957952.000,525275072.000,52037672960.000,409809.646,565774144.000,572452608.000,56693096448.000,416230.533,565774144.000,572452608.000,56693096448.000,416230.533,518957952.000,525275072.000,52037672960.000,409809.646,1597402240.000,1634514944.000,159911870464.000,457347.002,1507256576.000,1541863424.000,150905323520.000,450926.116,1597402240.000,1634514944.000,159911870464.000,457347.002,565774144.000,572452608.000,56693096448.000,416230.533,1507256576.000,1541863424.000,150905323520.000,450926.116,518957952.000,525275072.000,52037672960.000,409809.646,1507256576.000,1541863424.000,150905323520.000,450926.116,565774144.000,572452608.000,56693096448.000,416230.533,1597402240.000,1634514944.000,159911870464.000,457347.002,518957952.000,525275072.000,52037672960.000,409809.646
3290;0.399,1.363,0.160,0.467,0.339,1.211,0.304,0.720,0.343,1.001,0.481,1.621,0.493,1.324,0.482,1.698,0.308,0.782,0.554,0.435,0.730,0.717,0.485,0.917,0.377,1.774,0.424,0.659,0.339,0.625;0.200,1.500,0.200,0.500,0.200,1.500,0.200,0.500,0.200,1.500,0.600,1.500,0.600,1.500,0.600,1.500,0.200,0.500,0.600,0.500,0.600,0.500,0.600,0.500,0.200,1.500,0.600,0.500,0.200,0.500;565774144.000,572452608.000,56693096448.000,416230.533,518957952.000,525275072.000,52037672960.000,409809.646,565774144.000,572452608.000,56693096448.000,416230.533,518957952.000,525275072.000,52037672960.000,409809.646,565774144.000,572452608.000,56693096448.000,416230.533,1597402240.000,1634514944.000,159911870464.000,457347.002,1597402240.000,1634514944.000,159911870464.000,457347.002,1597402240.000,1634514944.000,159911870464.000,457347.002,518957952.000,525275072.000,52037672960.000,409809.646,1507256576.000,1541863424.000,150905323520.000,450926.116,1507256576.000,1541863424.000,150905323520.000,450926.116,1507256576.000,1541863424.000,150905323520.000,450926.116,565774144.000,572452608.000,56693096448.000,416230.533,1507256576.000,1541863424.000,150905323520.000,450926.116,518957952.000,525275072.000,52037672960.000,409809.646
3291;0.530,0.996,0.594,0.555,0.407,0.971,0.534,1.112,0.471,0.981,0.369,0.985,0.418,0.937,0.378,0.811,0.406,0.654,0.398,0.608,0.357,0.888,0.621,1.163,0.422,1.004,0.412,1.041,0.433,0.783;0.600,0.500,0.600,0.500,0.600,0.500,0.600,1.500,0.600,0.500,0.200,0.500,0.600,0.500,0.200,0.500,0.600,0.500,0.200,0.500,0.200,0.500,0.600,1.500,0.600,1.500,0.600,1.500,0.600,0.500;1507256576.000,1541863424.000,150905323520.000,450926.116,1507256576.000,1541863424.000,150905323520.000,450926.116,1507256576.000,1541863424.000,150905323520.000,450926.116,1597402240.000,1634514944.000,159911870464.000,457347.002,1507256576.000,1541863424.000,150905323520.000,450926.116,518957952.000,525275072.000,52037672960.000,409809.646,1507256576.000,1541863424.000,150905323520.000,450926.116,518957952.000,525275072.000,52037672960.000,409809.646,1507256576.000,1541863424.000,150905323520.000,450926.116,518957952.000,525275072.000,52037672960.000,409809.646,518957952.000,525275072.000,52037672960.000,409809.646,1597402240.000,1634514944.000,159911870464.000,457347.002,1597402240.000,1634514944.000,159911870464.000,457347.002,1597402240.000,1634514944.000,159911870464.000,457347.002,1507256576.000,1541863424.000,150905323520.000,450926.116
3292;0.398,1.213,0.465,0.894,0.420,1.027,0.524,1.408,0.578,0.928,0.405,0.836,0.524,1.028,0.601,0.442,0.500,1.240,0.555,0.975,0.272,0.392,0.502,0.662,0.340,0.957,0.587,1.008,0.242,0.734;0.200,1.500,0.600,0.500,0.600,1.500,0.600,1.500,0.600,0.500,0.600,0.500,0.600,1.500,0.600,0.500,0.600,1.500,0.600,0.500,0.200,0.500,0.600,0.500,0.200,0.500,0.600,1.500,0.200,0.500;565774144.000,572452608.000,56693096448.000,416230.533,1507256576.000,1541863424.000,150905323520.000,450926.116,1597402240.000,1634514944.000,159911870464.000,457347.002,1597402240.000,1634514944.000,159911870464.000,457347.002,1507256576.000,1541863424.000,150905323520.000,450926.116,1507256576.000,1541863424.000,150905323520.000,450926.116,1597402240.000,1634514944.000,159911870464.000,457347.002,1507256576.000,1541863424.000,150905323520.000,450926.116,1597402240.000,1634514944.000,159911870464.000,457347.002,1507256576.000,1541863424.000,150905323520.000,450926.116,518957952.000,525275072.000,52037672960.000,409809.646,1507256576.000,1541863424.000,150905323520.000,450926.116,518957952.000,525275072.000,52037672960.000,409809.646,1597402240.000,1634514944.000,159911870464.000,457347.002,518957952.000,525275072.000,52037672960.000,409809.646
